data;codvendedor;vendedor;codfornec;fornecedor;meta_valor;meta_positivacao
2025-12-01;14;Rafael Monteiro Cardoso;1;PANE;279507.77;22
2025-12-01;14;Rafael Monteiro Cardoso;396;QUEIJO;118494.37;39
2025-12-01;14;Rafael Monteiro Cardoso;540;IOG;176281.59;50
2025-12-01;14;Rafael Monteiro Cardoso;449;BRINQUEDOS;280768.39;11
2025-12-01;14;Rafael Monteiro Cardoso;406;NUMBERONE;110484.52;41
2025-12-01;14;Rafael Monteiro Cardoso;467;BARRAS;198510.9;21
2025-12-01;14;Rafael Monteiro Cardoso;457;PAÇOCA;290130.09;40
2025-12-01;14;Rafael Monteiro Cardoso;456;BALA;196720.06;32
2025-12-01;14;Rafael Monteiro Cardoso;450;PANINIS;136062.25;26
2025-12-01;14;Rafael Monteiro Cardoso;642;QUEIJINHOS;237240.28;15
2025-12-01;14;Rafael Monteiro Cardoso;681;LEITECONDENSADO;121267.34;34
2025-12-01;15;Sandra Vieira Nunes;1;PANE;62412.76;46
2025-12-01;15;Sandra Vieira Nunes;396;QUEIJO;244957.53;23
2025-12-01;15;Sandra Vieira Nunes;540;IOG;264277.8;24
2025-12-01;15;Sandra Vieira Nunes;449;BRINQUEDOS;219423.81;27
2025-12-01;15;Sandra Vieira Nunes;406;NUMBERONE;212896.83;42
2025-12-01;15;Sandra Vieira Nunes;467;BARRAS;55013.09;10
2025-12-01;15;Sandra Vieira Nunes;457;PAÇOCA;168524.3;18
2025-12-01;15;Sandra Vieira Nunes;456;BALA;211842.89;48
2025-12-01;15;Sandra Vieira Nunes;450;PANINIS;250216.2;24
2025-12-01;15;Sandra Vieira Nunes;642;QUEIJINHOS;113097.61;29
2025-12-01;15;Sandra Vieira Nunes;681;LEITECONDENSADO;228185.12;27
2025-12-01;16;Thiago Correia Pinto;1;PANE;155951.7;34
2025-12-01;16;Thiago Correia Pinto;396;QUEIJO;262896.54;39
2025-12-01;16;Thiago Correia Pinto;540;IOG;112999.68;39
2025-12-01;16;Thiago Correia Pinto;449;BRINQUEDOS;125536.27;43
2025-12-01;16;Thiago Correia Pinto;406;NUMBERONE;256077.71;35
2025-12-01;16;Thiago Correia Pinto;467;BARRAS;196121.79;10
2025-12-01;16;Thiago Correia Pinto;457;PAÇOCA;177878.43;33
2025-12-01;16;Thiago Correia Pinto;456;BALA;190364.28;48
2025-12-01;16;Thiago Correia Pinto;450;PANINIS;202262.53;29
2025-12-01;16;Thiago Correia Pinto;642;QUEIJINHOS;221103.28;40
2025-12-01;16;Thiago Correia Pinto;681;LEITECONDENSADO;65959.26;27
2025-12-01;17;Vanessa Barbosa Melo;1;PANE;210148.69;27
2025-12-01;17;Vanessa Barbosa Melo;396;QUEIJO;115286.73;29
2025-12-01;17;Vanessa Barbosa Melo;540;IOG;97090.02;43
2025-12-01;17;Vanessa Barbosa Melo;449;BRINQUEDOS;241368.6;13
2025-12-01;17;Vanessa Barbosa Melo;406;NUMBERONE;251357.46;48
2025-12-01;17;Vanessa Barbosa Melo;467;BARRAS;151024.61;30
2025-12-01;17;Vanessa Barbosa Melo;457;PAÇOCA;220188.94;11
2025-12-01;17;Vanessa Barbosa Melo;456;BALA;213850.14;28
2025-12-01;17;Vanessa Barbosa Melo;450;PANINIS;114856.57;36
2025-12-01;17;Vanessa Barbosa Melo;642;QUEIJINHOS;151149.72;12
2025-12-01;17;Vanessa Barbosa Melo;681;LEITECONDENSADO;195755.93;46
2025-12-01;18;William Santos Cruz;1;PANE;254003.68;31
2025-12-01;18;William Santos Cruz;396;QUEIJO;231637.47;24
2025-12-01;18;William Santos Cruz;540;IOG;221579.53;50
2025-12-01;18;William Santos Cruz;449;BRINQUEDOS;246224.26;32
2025-12-01;18;William Santos Cruz;406;NUMBERONE;176828.71;20
2025-12-01;18;William Santos Cruz;467;BARRAS;260159.67;45
2025-12-01;18;William Santos Cruz;457;PAÇOCA;95283.96;16
2025-12-01;18;William Santos Cruz;456;BALA;167695.22;26
2025-12-01;18;William Santos Cruz;450;PANINIS;231296.66;45
2025-12-01;18;William Santos Cruz;642;QUEIJINHOS;240729.55;21
2025-12-01;18;William Santos Cruz;681;LEITECONDENSADO;286730.85;31
2025-12-01;19;Yara Oliveira Campos;1;PANE;213608.66;24
2025-12-01;19;Yara Oliveira Campos;396;QUEIJO;138820.85;29
2025-12-01;19;Yara Oliveira Campos;540;IOG;155118.14;31
2025-12-01;19;Yara Oliveira Campos;449;BRINQUEDOS;142920.61;47
2025-12-01;19;Yara Oliveira Campos;406;NUMBERONE;123512.78;17
2025-12-01;19;Yara Oliveira Campos;467;BARRAS;167634.14;50
2025-12-01;19;Yara Oliveira Campos;457;PAÇOCA;195893.65;49
2025-12-01;19;Yara Oliveira Campos;456;BALA;67803.93;22
2025-12-01;19;Yara Oliveira Campos;450;PANINIS;175119.34;34
2025-12-01;19;Yara Oliveira Campos;642;QUEIJINHOS;182459.63;36
2025-12-01;19;Yara Oliveira Campos;681;LEITECONDENSADO;63515.49;19
2025-12-01;20;Bruno Costa Andrade;1;PANE;84341.31;22
2025-12-01;20;Bruno Costa Andrade;396;QUEIJO;135667.47;46
2025-12-01;20;Bruno Costa Andrade;540;IOG;273211.28;39
2025-12-01;20;Bruno Costa Andrade;449;BRINQUEDOS;85806.04;21
2025-12-01;20;Bruno Costa Andrade;406;NUMBERONE;244735.29;41
2025-12-01;20;Bruno Costa Andrade;467;BARRAS;133157.36;21
2025-12-01;20;Bruno Costa Andrade;457;PAÇOCA;128353.52;13
2025-12-01;20;Bruno Costa Andrade;456;BALA;51178.38;27
2025-12-01;20;Bruno Costa Andrade;450;PANINIS;102345.59;20
2025-12-01;20;Bruno Costa Andrade;642;QUEIJINHOS;194069.73;20
2025-12-01;20;Bruno Costa Andrade;681;LEITECONDENSADO;172394.27;15
2026-01-01;1;Ana Beatriz Costa;1;PANE;82351.49;37
2026-01-01;1;Ana Beatriz Costa;396;QUEIJO;208371.89;35
2026-01-01;1;Ana Beatriz Costa;540;IOG;157256.36;40
2026-01-01;1;Ana Beatriz Costa;449;BRINQUEDOS;145829.11;12
2026-01-01;1;Ana Beatriz Costa;406;NUMBERONE;183445.65;33
2026-01-01;1;Ana Beatriz Costa;467;BARRAS;287517.15;30
2026-01-01;1;Ana Beatriz Costa;457;PAÇOCA;239211.93;43
2026-01-01;1;Ana Beatriz Costa;456;BALA;97644.18;10
2026-01-01;1;Ana Beatriz Costa;450;PANINIS;206671.73;25
2026-01-01;1;Ana Beatriz Costa;642;QUEIJINHOS;106566.43;32
2026-01-01;1;Ana Beatriz Costa;681;LEITECONDENSADO;128023.07;16
2026-01-01;2;Carlos Eduardo Silva;1;PANE;145887.62;47
2026-01-01;2;Carlos Eduardo Silva;396;QUEIJO;126528.77;14
2026-01-01;2;Carlos Eduardo Silva;540;IOG;255960.96;29
2026-01-01;2;Carlos Eduardo Silva;449;BRINQUEDOS;287115.84;39
2026-01-01;2;Carlos Eduardo Silva;406;NUMBERONE;231957.98;48
2026-01-01;2;Carlos Eduardo Silva;467;BARRAS;181029.41;37
2026-01-01;2;Carlos Eduardo Silva;457;PAÇOCA;271993.51;18
2026-01-01;2;Carlos Eduardo Silva;456;BALA;135683.21;41
2026-01-01;2;Carlos Eduardo Silva;450;PANINIS;139812.72;22
2026-01-01;2;Carlos Eduardo Silva;642;QUEIJINHOS;91220.88;35
2026-01-01;2;Carlos Eduardo Silva;681;LEITECONDENSADO;54781.18;24
2026-01-01;3;Daniela Oliveira Santos;1;PANE;231792.21;18
2026-01-01;3;Daniela Oliveira Santos;396;QUEIJO;102797.56;11
2026-01-01;3;Daniela Oliveira Santos;540;IOG;197423.21;20
2026-01-01;3;Daniela Oliveira Santos;449;BRINQUEDOS;80790.5;12
2026-01-01;3;Daniela Oliveira Santos;406;NUMBERONE;143798.11;50
2026-01-01;3;Daniela Oliveira Santos;467;BARRAS;113947.29;44
2026-01-01;3;Daniela Oliveira Santos;457;PAÇOCA;205783.69;48
2026-01-01;3;Daniela Oliveira Santos;456;BALA;298670.06;16
2026-01-01;3;Daniela Oliveira Santos;450;PANINIS;213391.9;11
2026-01-01;3;Daniela Oliveira Santos;642;QUEIJINHOS;62058.76;17
2026-01-01;3;Daniela Oliveira Santos;681;LEITECONDENSADO;154193.89;34
2026-01-01;4;Eduardo Almeida Neto;1;PANE;80898.77;26
2026-01-01;4;Eduardo Almeida Neto;396;QUEIJO;168599.08;19
2026-01-01;4;Eduardo Almeida Neto;540;IOG;101373.73;50
2026-01-01;4;Eduardo Almeida Neto;449;BRINQUEDOS;52326.14;36
2026-01-01;4;Eduardo Almeida Neto;406;NUMBERONE;215416.14;43
2026-01-01;4;Eduardo Almeida Neto;467;BARRAS;117494.29;48
2026-01-01;4;Eduardo Almeida Neto;457;PAÇOCA;225181.59;36
2026-01-01;4;Eduardo Almeida Neto;456;BALA;257663.18;16
2026-01-01;4;Eduardo Almeida Neto;450;PANINIS;177896.2;49
2026-01-01;4;Eduardo Almeida Neto;642;QUEIJINHOS;79433.64;17
2026-01-01;4;Eduardo Almeida Neto;681;LEITECONDENSADO;246190.02;41
2026-01-01;5;Fernanda Lima Souza;1;PANE;99661.67;22
2026-01-01;5;Fernanda Lima Souza;396;QUEIJO;244489.73;43
2026-01-01;5;Fernanda Lima Souza;540;IOG;293279.93;32
2026-01-01;5;Fernanda Lima Souza;449;BRINQUEDOS;225859.19;28
2026-01-01;5;Fernanda Lima Souza;406;NUMBERONE;90093.4;45
2026-01-01;5;Fernanda Lima Souza;467;BARRAS;174088.68;23
2026-01-01;5;Fernanda Lima Souza;457;PAÇOCA;222050.98;40
2026-01-01;5;Fernanda Lima Souza;456;BALA;132650.9;10
2026-01-01;5;Fernanda Lima Souza;450;PANINIS;53187.35;15
2026-01-01;5;Fernanda Lima Souza;642;QUEIJINHOS;276720.01;46
2026-01-01;5;Fernanda Lima Souza;681;LEITECONDENSADO;217255.48;19
2026-01-01;6;Gabriel Barbosa Rocha;1;PANE;287361.5;42
2026-01-01;6;Gabriel Barbosa Rocha;396;QUEIJO;68762.05;16
2026-01-01;6;Gabriel Barbosa Rocha;540;IOG;276194.85;24
2026-01-01;6;Gabriel Barbosa Rocha;449;BRINQUEDOS;164187.81;28
2026-01-01;6;Gabriel Barbosa Rocha;406;NUMBERONE;116031.26;13
2026-01-01;6;Gabriel Barbosa Rocha;467;BARRAS;74952.23;21
2026-01-01;6;Gabriel Barbosa Rocha;457;PAÇOCA;268535.11;28
2026-01-01;6;Gabriel Barbosa Rocha;456;BALA;140053.67;30
2026-01-01;6;Gabriel Barbosa Rocha;450;PANINIS;156498.8;17
2026-01-01;6;Gabriel Barbosa Rocha;642;QUEIJINHOS;73749.62;12
2026-01-01;6;Gabriel Barbosa Rocha;681;LEITECONDENSADO;52418.08;18
2026-01-01;7;Helena Martins Dias;1;PANE;215838.76;20
2026-01-01;7;Helena Martins Dias;396;QUEIJO;132165.21;38
2026-01-01;7;Helena Martins Dias;540;IOG;288772.29;27
2026-01-01;7;Helena Martins Dias;449;BRINQUEDOS;269618.88;15
2026-01-01;7;Helena Martins Dias;406;NUMBERONE;143155.54;31
2026-01-01;7;Helena Martins Dias;467;BARRAS;95717.36;35
2026-01-01;7;Helena Martins Dias;457;PAÇOCA;150062.56;39
2026-01-01;7;Helena Martins Dias;456;BALA;117958.27;34
2026-01-01;7;Helena Martins Dias;450;PANINIS;222475.61;40
2026-01-01;7;Helena Martins Dias;642;QUEIJINHOS;249974.77;20
2026-01-01;7;Helena Martins Dias;681;LEITECONDENSADO;78264.14;13
2026-01-01;8;Igor Pereira Gomes;1;PANE;295392.29;20
2026-01-01;8;Igor Pereira Gomes;396;QUEIJO;75928.28;47
2026-01-01;8;Igor Pereira Gomes;540;IOG;170668.71;46
2026-01-01;8;Igor Pereira Gomes;449;BRINQUEDOS;219598.28;21
2026-01-01;8;Igor Pereira Gomes;406;NUMBERONE;202830.79;32
2026-01-01;8;Igor Pereira Gomes;467;BARRAS;202839.6;18
2026-01-01;8;Igor Pereira Gomes;457;PAÇOCA;170769.91;41
2026-01-01;8;Igor Pereira Gomes;456;BALA;78234.37;36
2026-01-01;8;Igor Pereira Gomes;450;PANINIS;160171.97;14
2026-01-01;8;Igor Pereira Gomes;642;QUEIJINHOS;115403.22;30
2026-01-01;8;Igor Pereira Gomes;681;LEITECONDENSADO;53090.05;43
2026-01-01;9;Julia Carvalho Ribeiro;1;PANE;241882.18;46
2026-01-01;9;Julia Carvalho Ribeiro;396;QUEIJO;230943.39;24
2026-01-01;9;Julia Carvalho Ribeiro;540;IOG;294473.89;31
2026-01-01;9;Julia Carvalho Ribeiro;449;BRINQUEDOS;179774.92;49
2026-01-01;9;Julia Carvalho Ribeiro;406;NUMBERONE;73810.53;25
2026-01-01;9;Julia Carvalho Ribeiro;467;BARRAS;170482.42;34
2026-01-01;9;Julia Carvalho Ribeiro;457;PAÇOCA;87163.61;45
2026-01-01;9;Julia Carvalho Ribeiro;456;BALA;273015.47;49
2026-01-01;9;Julia Carvalho Ribeiro;450;PANINIS;63641.53;20
2026-01-01;9;Julia Carvalho Ribeiro;642;QUEIJINHOS;176391.89;40
2026-01-01;9;Julia Carvalho Ribeiro;681;LEITECONDENSADO;262967.79;20
2026-01-01;10;Lucas Fernandes Teixeira;1;PANE;68716.31;41
2026-01-01;10;Lucas Fernandes Teixeira;396;QUEIJO;130158.45;31
2026-01-01;10;Lucas Fernandes Teixeira;540;IOG;292536.26;13
2026-01-01;10;Lucas Fernandes Teixeira;449;BRINQUEDOS;176732.33;45
2026-01-01;10;Lucas Fernandes Teixeira;406;NUMBERONE;210829.33;35
2026-01-01;10;Lucas Fernandes Teixeira;467;BARRAS;254275.83;15
2026-01-01;10;Lucas Fernandes Teixeira;457;PAÇOCA;164773.65;46
2026-01-01;10;Lucas Fernandes Teixeira;456;BALA;162024.65;41
2026-01-01;10;Lucas Fernandes Teixeira;450;PANINIS;161767.03;17
2026-01-01;10;Lucas Fernandes Teixeira;642;QUEIJINHOS;295167.68;11
2026-01-01;10;Lucas Fernandes Teixeira;681;LEITECONDENSADO;75660.83;36
2026-01-01;11;Mariana Campos Araujo;1;PANE;58957.98;45
2026-01-01;11;Mariana Campos Araujo;396;QUEIJO;50042.43;15
2026-01-01;11;Mariana Campos Araujo;540;IOG;247945.82;49
2026-01-01;11;Mariana Campos Araujo;449;BRINQUEDOS;209384.53;42
2026-01-01;11;Mariana Campos Araujo;406;NUMBERONE;190583.14;39
2026-01-01;11;Mariana Campos Araujo;467;BARRAS;287588.78;33
2026-01-01;11;Mariana Campos Araujo;457;PAÇOCA;256327.75;24
2026-01-01;11;Mariana Campos Araujo;456;BALA;261079.36;31
2026-01-01;11;Mariana Campos Araujo;450;PANINIS;190037.71;49
2026-01-01;11;Mariana Campos Araujo;642;QUEIJINHOS;199987.79;33
2026-01-01;11;Mariana Campos Araujo;681;LEITECONDENSADO;228978.38;17
2026-01-01;12;Nicolas Moreira Lopes;1;PANE;74359.26;24
2026-01-01;12;Nicolas Moreira Lopes;396;QUEIJO;50549.24;32
2026-01-01;12;Nicolas Moreira Lopes;540;IOG;257470.97;28
2026-01-01;12;Nicolas Moreira Lopes;449;BRINQUEDOS;186922.65;33
2026-01-01;12;Nicolas Moreira Lopes;406;NUMBERONE;225524.01;12
2026-01-01;12;Nicolas Moreira Lopes;467;BARRAS;274219.28;41
2026-01-01;12;Nicolas Moreira Lopes;457;PAÇOCA;85112.3;36
2026-01-01;12;Nicolas Moreira Lopes;456;BALA;76740.38;49
2026-01-01;12;Nicolas Moreira Lopes;450;PANINIS;98980.37;17
2026-01-01;12;Nicolas Moreira Lopes;642;QUEIJINHOS;282554.06;35
2026-01-01;12;Nicolas Moreira Lopes;681;LEITECONDENSADO;103897.38;22
2026-01-01;13;Patricia Azevedo Castro;1;PANE;229196.98;16
2026-01-01;13;Patricia Azevedo Castro;396;QUEIJO;239287.34;12
2026-01-01;13;Patricia Azevedo Castro;540;IOG;281656.63;47
2026-01-01;13;Patricia Azevedo Castro;449;BRINQUEDOS;80804.8;38
2026-01-01;13;Patricia Azevedo Castro;406;NUMBERONE;164346.97;47
2026-01-01;13;Patricia Azevedo Castro;467;BARRAS;289047.58;18
2026-01-01;13;Patricia Azevedo Castro;457;PAÇOCA;290963.69;10
2026-01-01;13;Patricia Azevedo Castro;456;BALA;182591.09;13
2026-01-01;13;Patricia Azevedo Castro;450;PANINIS;188306.58;37
2026-01-01;13;Patricia Azevedo Castro;642;QUEIJINHOS;259704.03;40
2026-01-01;13;Patricia Azevedo Castro;681;LEITECONDENSADO;281092.72;21
2026-01-01;14;Rafael Monteiro Cardoso;1;PANE;222954.43;21
2026-01-01;14;Rafael Monteiro Cardoso;396;QUEIJO;232623.67;18
2026-01-01;14;Rafael Monteiro Cardoso;540;IOG;75888.49;48
2026-01-01;14;Rafael Monteiro Cardoso;449;BRINQUEDOS;201540.19;30
2026-01-01;14;Rafael Monteiro Cardoso;406;NUMBERONE;176027.53;34
2026-01-01;14;Rafael Monteiro Cardoso;467;BARRAS;154666.19;48
2026-01-01;14;Rafael Monteiro Cardoso;457;PAÇOCA;278977.56;25
2026-01-01;14;Rafael Monteiro Cardoso;456;BALA;118398.97;31
2026-01-01;14;Rafael Monteiro Cardoso;450;PANINIS;292622.91;38
2026-01-01;14;Rafael Monteiro Cardoso;642;QUEIJINHOS;251199.21;18
2026-01-01;14;Rafael Monteiro Cardoso;681;LEITECONDENSADO;153186.37;42
2026-01-01;15;Sandra Vieira Nunes;1;PANE;124728.28;45
2026-01-01;15;Sandra Vieira Nunes;396;QUEIJO;265176.89;45
2026-01-01;15;Sandra Vieira Nunes;540;IOG;208145.82;22
2026-01-01;15;Sandra Vieira Nunes;449;BRINQUEDOS;102428.17;28
2026-01-01;15;Sandra Vieira Nunes;406;NUMBERONE;221652.82;18
2026-01-01;15;Sandra Vieira Nunes;467;BARRAS;295333.87;21
2026-01-01;15;Sandra Vieira Nunes;457;PAÇOCA;175973.36;50
2026-01-01;15;Sandra Vieira Nunes;456;BALA;130595.35;17
2026-01-01;15;Sandra Vieira Nunes;450;PANINIS;240193.76;45
2026-01-01;15;Sandra Vieira Nunes;642;QUEIJINHOS;170092.48;46
2026-01-01;15;Sandra Vieira Nunes;681;LEITECONDENSADO;285668.41;36
2026-01-01;16;Thiago Correia Pinto;1;PANE;218560.87;44
2026-01-01;16;Thiago Correia Pinto;396;QUEIJO;121482.0;37
2026-01-01;16;Thiago Correia Pinto;540;IOG;252076.19;43
2026-01-01;16;Thiago Correia Pinto;449;BRINQUEDOS;76617.62;34
2026-01-01;16;Thiago Correia Pinto;406;NUMBERONE;86331.68;13
2026-01-01;16;Thiago Correia Pinto;467;BARRAS;99975.6;20
2026-01-01;16;Thiago Correia Pinto;457;PAÇOCA;295883.1;26
2026-01-01;16;Thiago Correia Pinto;456;BALA;86607.1;13
2026-01-01;16;Thiago Correia Pinto;450;PANINIS;222648.71;28
2026-01-01;16;Thiago Correia Pinto;642;QUEIJINHOS;101000.23;44
2026-01-01;16;Thiago Correia Pinto;681;LEITECONDENSADO;58076.6;38
2026-01-01;17;Vanessa Barbosa Melo;1;PANE;75620.0;45
2026-01-01;17;Vanessa Barbosa Melo;396;QUEIJO;266210.37;45
2026-01-01;17;Vanessa Barbosa Melo;540;IOG;147221.67;42
2026-01-01;17;Vanessa Barbosa Melo;449;BRINQUEDOS;246076.79;28
2026-01-01;17;Vanessa Barbosa Melo;406;NUMBERONE;223234.02;13
2026-01-01;17;Vanessa Barbosa Melo;467;BARRAS;281621.2;34
2026-01-01;17;Vanessa Barbosa Melo;457;PAÇOCA;154141.56;30
2026-01-01;17;Vanessa Barbosa Melo;456;BALA;291458.3;13
2026-01-01;17;Vanessa Barbosa Melo;450;PANINIS;53241.31;26
2026-01-01;17;Vanessa Barbosa Melo;642;QUEIJINHOS;100771.81;38
2026-01-01;17;Vanessa Barbosa Melo;681;LEITECONDENSADO;257495.87;50
2026-01-01;18;William Santos Cruz;1;PANE;226157.27;33
2026-01-01;18;William Santos Cruz;396;QUEIJO;238776.93;44
2026-01-01;18;William Santos Cruz;540;IOG;234612.51;22
2026-01-01;18;William Santos Cruz;449;BRINQUEDOS;244036.69;22
2026-01-01;18;William Santos Cruz;406;NUMBERONE;123544.43;21
2026-01-01;18;William Santos Cruz;467;BARRAS;295863.33;14
2026-01-01;18;William Santos Cruz;457;PAÇOCA;96744.15;21
2026-01-01;18;William Santos Cruz;456;BALA;233769.87;17
2026-01-01;18;William Santos Cruz;450;PANINIS;144299.56;37
2026-01-01;18;William Santos Cruz;642;QUEIJINHOS;119778.06;26
2026-01-01;18;William Santos Cruz;681;LEITECONDENSADO;82516.63;47
2026-01-01;19;Yara Oliveira Campos;1;PANE;261503.55;10
2026-01-01;19;Yara Oliveira Campos;396;QUEIJO;132640.7;19
2026-01-01;19;Yara Oliveira Campos;540;IOG;59985.15;30
2026-01-01;19;Yara Oliveira Campos;449;BRINQUEDOS;199220.08;50
2026-01-01;19;Yara Oliveira Campos;406;NUMBERONE;203902.17;29
2026-01-01;19;Yara Oliveira Campos;467;BARRAS;172637.74;46
2026-01-01;19;Yara Oliveira Campos;457;PAÇOCA;187540.04;14
2026-01-01;19;Yara Oliveira Campos;456;BALA;246007.86;30
2026-01-01;19;Yara Oliveira Campos;450;PANINIS;181348.77;21
2026-01-01;19;Yara Oliveira Campos;642;QUEIJINHOS;180151.57;42
2026-01-01;19;Yara Oliveira Campos;681;LEITECONDENSADO;89842.62;44
2026-01-01;20;Bruno Costa Andrade;1;PANE;184258.99;15
2026-01-01;20;Bruno Costa Andrade;396;QUEIJO;137350.74;23
2026-01-01;20;Bruno Costa Andrade;540;IOG;215833.62;31
2026-01-01;20;Bruno Costa Andrade;449;BRINQUEDOS;140199.46;23
2026-01-01;20;Bruno Costa Andrade;406;NUMBERONE;287577.07;49
2026-01-01;20;Bruno Costa Andrade;467;BARRAS;182624.72;45
2026-01-01;20;Bruno Costa Andrade;457;PAÇOCA;255922.1;10
2026-01-01;20;Bruno Costa Andrade;456;BALA;78680.49;32
2026-01-01;20;Bruno Costa Andrade;450;PANINIS;161416.81;49
2026-01-01;20;Bruno Costa Andrade;642;QUEIJINHOS;279651.82;25
2026-01-01;20;Bruno Costa Andrade;681;LEITECONDENSADO;289724.2;30
2026-02-01;1;Ana Beatriz Costa;1;PANE;145343.15;17
2026-02-01;1;Ana Beatriz Costa;396;QUEIJO;146468.98;44
2026-02-01;1;Ana Beatriz Costa;540;IOG;230993.9;11
2026-02-01;1;Ana Beatriz Costa;449;BRINQUEDOS;277833.98;33
2026-02-01;1;Ana Beatriz Costa;406;NUMBERONE;178577.27;42
2026-02-01;1;Ana Beatriz Costa;467;BARRAS;161389.22;12
2026-02-01;1;Ana Beatriz Costa;457;PAÇOCA;124108.49;22
2026-02-01;1;Ana Beatriz Costa;456;BALA;130078.19;15
2026-02-01;1;Ana Beatriz Costa;450;PANINIS;287052.95;20
2026-02-01;1;Ana Beatriz Costa;642;QUEIJINHOS;292907.19;44
2026-02-01;1;Ana Beatriz Costa;681;LEITECONDENSADO;183301.46;50
2026-02-01;2;Carlos Eduardo Silva;1;PANE;66367.96;50
2026-02-01;2;Carlos Eduardo Silva;396;QUEIJO;243395.57;37
2026-02-01;2;Carlos Eduardo Silva;540;IOG;258916.27;23
2026-02-01;2;Carlos Eduardo Silva;449;BRINQUEDOS;184438.55;37
2026-02-01;2;Carlos Eduardo Silva;406;NUMBERONE;211640.29;14
2026-02-01;2;Carlos Eduardo Silva;467;BARRAS;236722.71;19
2026-02-01;2;Carlos Eduardo Silva;457;PAÇOCA;55938.24;31
2026-02-01;2;Carlos Eduardo Silva;456;BALA;59471.58;14
2026-02-01;2;Carlos Eduardo Silva;450;PANINIS;63567.02;26
2026-02-01;2;Carlos Eduardo Silva;642;QUEIJINHOS;189521.05;46
2026-02-01;2;Carlos Eduardo Silva;681;LEITECONDENSADO;255404.83;26
2026-02-01;3;Daniela Oliveira Santos;1;PANE;151908.19;38
2026-02-01;3;Daniela Oliveira Santos;396;QUEIJO;207554.32;37
2026-02-01;3;Daniela Oliveira Santos;540;IOG;129101.06;34
2026-02-01;3;Daniela Oliveira Santos;449;BRINQUEDOS;218324.68;44
2026-02-01;3;Daniela Oliveira Santos;406;NUMBERONE;51474.73;49
2026-02-01;3;Daniela Oliveira Santos;467;BARRAS;65809.4;47
2026-02-01;3;Daniela Oliveira Santos;457;PAÇOCA;61379.21;14
2026-02-01;3;Daniela Oliveira Santos;456;BALA;139425.03;42
2026-02-01;3;Daniela Oliveira Santos;450;PANINIS;76533.89;29
2026-02-01;3;Daniela Oliveira Santos;642;QUEIJINHOS;201641.46;28
2026-02-01;3;Daniela Oliveira Santos;681;LEITECONDENSADO;241318.56;38
2026-02-01;4;Eduardo Almeida Neto;1;PANE;145353.39;11
2026-02-01;4;Eduardo Almeida Neto;396;QUEIJO;168496.92;44
2026-02-01;4;Eduardo Almeida Neto;540;IOG;104966.43;35
2026-02-01;4;Eduardo Almeida Neto;449;BRINQUEDOS;249192.61;44
2026-02-01;4;Eduardo Almeida Neto;406;NUMBERONE;123744.62;50
2026-02-01;4;Eduardo Almeida Neto;467;BARRAS;86018.88;33
2026-02-01;4;Eduardo Almeida Neto;457;PAÇOCA;289347.91;10
2026-02-01;4;Eduardo Almeida Neto;456;BALA;188381.05;45
2026-02-01;4;Eduardo Almeida Neto;450;PANINIS;85343.47;12
2026-02-01;4;Eduardo Almeida Neto;642;QUEIJINHOS;51257.46;48
2026-02-01;4;Eduardo Almeida Neto;681;LEITECONDENSADO;148520.43;45
2026-02-01;5;Fernanda Lima Souza;1;PANE;286744.85;29
2026-02-01;5;Fernanda Lima Souza;396;QUEIJO;102513.22;32
2026-02-01;5;Fernanda Lima Souza;540;IOG;102934.24;42
2026-02-01;5;Fernanda Lima Souza;449;BRINQUEDOS;85613.78;21
2026-02-01;5;Fernanda Lima Souza;406;NUMBERONE;105196.99;26
2026-02-01;5;Fernanda Lima Souza;467;BARRAS;98581.55;21
2026-02-01;5;Fernanda Lima Souza;457;PAÇOCA;217744.48;46
2026-02-01;5;Fernanda Lima Souza;456;BALA;263062.78;45
2026-02-01;5;Fernanda Lima Souza;450;PANINIS;165316.3;45
2026-02-01;5;Fernanda Lima Souza;642;QUEIJINHOS;68286.14;14
2026-02-01;5;Fernanda Lima Souza;681;LEITECONDENSADO;112671.9;22
2026-02-01;6;Gabriel Barbosa Rocha;1;PANE;231397.31;41
2026-02-01;6;Gabriel Barbosa Rocha;396;QUEIJO;287884.98;32
2026-02-01;6;Gabriel Barbosa Rocha;540;IOG;82053.79;25
2026-02-01;6;Gabriel Barbosa Rocha;449;BRINQUEDOS;75011.26;49
2026-02-01;6;Gabriel Barbosa Rocha;406;NUMBERONE;67452.22;22
2026-02-01;6;Gabriel Barbosa Rocha;467;BARRAS;129446.48;38
2026-02-01;6;Gabriel Barbosa Rocha;457;PAÇOCA;132086.52;29
2026-02-01;6;Gabriel Barbosa Rocha;456;BALA;223364.53;19
2026-02-01;6;Gabriel Barbosa Rocha;450;PANINIS;191388.0;33
2026-02-01;6;Gabriel Barbosa Rocha;642;QUEIJINHOS;251924.94;37
2026-02-01;6;Gabriel Barbosa Rocha;681;LEITECONDENSADO;92159.88;30
2026-02-01;7;Helena Martins Dias;1;PANE;111543.78;24
2026-02-01;7;Helena Martins Dias;396;QUEIJO;228049.78;37
2026-02-01;7;Helena Martins Dias;540;IOG;119169.96;33
2026-02-01;7;Helena Martins Dias;449;BRINQUEDOS;83576.46;31
2026-02-01;7;Helena Martins Dias;406;NUMBERONE;269471.46;39
2026-02-01;7;Helena Martins Dias;467;BARRAS;161339.49;29
